326. technology – la technologie
327. stage – la scène
328. staff – le personnel
329. arm – le bras
330. mission – la mission
331. art – l'art
332. actor – l'acteur
333. battle – la bataille
334. top – le haut
335. citizen – le citoyen
336. author – l'auteur
337. reaction – la réaction
338. gentleman – le monsieur
339. leadership – la direction
340. fear – la peur
341. example – l'exemple
342. language – la langue
343. need – la nécessité
344. justice – la justice
345. discussion – la discussion
346. border – la frontière
347. animal – l'animal
348. detail – détail
349. response – la réaction
350. network – le réseau
351. movement – le mouvement
352. use – l'utilisation
353. male – le mâle
354. capital – la capitale
355. hearing – l'audience
356. standard – la norme
357. benefit – l'avantage
358. table – la table
359. treatment – le traitement
360. agent – l'agent
361. card – la carte
362. shot – le tir
363. board – le conseil
364. reality – la réalité
365. sir – le monsieur
366. land – la terre
367. project – le projet
368. light – la lumière
369. image – l'image
370. century – siècle
371. page – la page
372. success – le succès
373. sound – le son
374. impact – l'impact
375. pain – la douleur
376. season – la saison
377. individual – l'individu
378. sport – le sport
379. studio – le studio
380. decade – la décennie
381. challenge – le défi
382. dream – le rêve
383. newspaper – le journal
384. floor – le plancher
385. fight – la lutte
386. safety – la sécurité
387. act – l'acte
388. trip – le voyage
389. course – cours
390. possibility – la possibilité
391. freedom – la liberté
392. fund – le fonds
393. seat – le siège
394. bomb – la bombe
395. form – la forme
396. executive – l'exécutif
397. minister – le ministre
398. deficit – le déficit
399. development – le développement
400. flight – le vol
401. secretary – le secrétaire
402. committee – le comité
403. consumer – le consommateur
404. rock – la roche
405. figure – la figure
406. subject – l'objet
407. culture – la culture
408. hair – les cheveux
409. coverage – la couverture
410. loss – la perte
411. dad – le papa
412. note – la note
413. activity – l'activité
414. goal – l'objectif
415. option – l'option
416. gas – le gaz
417. region – la région
418. population – la population
419. ability – la capacité
420. resolution – la résolution
421. employee – l'employé
422. brain – le cerveau
423. politician – le politicien
424. middle – le milieu
425. storm – la tempête
426. generation – la génération
427. critic – le critique
428. fan – le ventilateur
429. scientist – le scientifique
430. target – la cible
431. camp – le camp
432. afternoon – L'après-midi
433. direction – la direction
434. science – science
435. journalist – le journaliste
436. degree – le degré
437. affair – l'affaire
438. damage – les dommages
439. strategy – la stratégie
440. factor – le facteur
441. plant – l'usine
442. democracy – la démocratie
443. doubt – du doute
444. solution – la solution
445. spending – les dépenses
446. training – la formation
447. abuse – l'abus
448. danger – le danger
449. environment – l'environnement
450. memory – la mémoire
451. nature – la nature
452. material – le matériau
453. document – le document
454. income – le revenu
455. analyst – l'analyste
456. play – le jeu
457. guard – la garde
458. hotel – l'hôtel
459. editor – l'éditeur
460. missile – le missile
461. accident – l'accident
462. purpose – le but
463. writer – l'écrivain
464. emergency – la situation d'urgence
465. growth – la croissance
466. bed – le lit
467. welfare – le bien-être
468. adult – l'adulte
469. faith – la foi
470. proposal – la proposition
471. model – le modèle
472. army – l'armée
473. incident – l'incident
474. box – la boîte
475. crowd – la foule
476. respect – le respect
477. department – le département
478. access – l'accès
479. date – la date
480. chief – le chef
481. weather – le temps
482. airport – l'aéroport
483. machine – la machine
484. window – la fenêtre
485. agenda – l'ordre du jour
486. advice – les conseils
487. prosecution – la poursuite
488. conflict – le conflit
489. fall – la chute
490. pilot – le pilote
491. practice – la pratique
492. track – la piste
493. owner – le propriétaire
494. increase – l'augmentation
495. legislation – la législation
496. tree – l'arbre
497. debt – la dette
498. enemy – l'ennemi
499. truck – le camion
500. lead – la tête
501. convention – la convention
502. aid – l'aide
503. suicide – le suicide
504. quality – la qualité
505. conservative – le conservateur
506. size – la taille
507. account – le compte
508. pleasure – le plaisir
509. institution – l'institution
510. airline – la compagnie aérienne
511. weight – le poids
512. approach – l'approche
513. surgery – la chirurgie
514. holiday – la fête
515. start – le début
516. victory – la victoire
517. district – le quartier
518. relation – la relation
519. search – la recherche
520. crew – l'équipage
521. panel – le panneau
522. coalition – la coalition
523. move – le déménagement
524. package – l'emballage
525. check – le chèque
526. minority – la minorité
527. unit – l'unité
528. bag – le sac
529. surprise – la surprise
530. focus – la mise au point
531. circumstance – la circonstance
532. producer – le producteur
533. investment – l'investissement
534. ball – la balle
535. colleague – collègue
536. resource – la ressource
537. judgment – le jugement
538. background – l'arrière-plan
539. union – l'union
540. address – l'adresse
541. driver – le conducteur
542. hero – le héros
543. medicine – la médecine
544. representative – le représentant
545. vehicle – le véhicule
546. commander – le commandant
547. artist – l'artiste
548. mayor – le maire
549. run – la course
550. ship – le navire
551. theory – la théorie
552. screen – l'écran
553. lesson – la leçon
554. resident – le résident
555. partner – le partenaire
556. bar – la barre
557. ticket – le billet
558. disaster – la catastrophe
559. performance – la performance
560. supporter – Supporter
561. killer – le tueur
562. negotiation – la négociation
563. sea – la mer
564. wind – le vent
565. shoe – la chaussure
566. secret – le secret
567. tragedy – la tragédie
568. gift – le don
569. tour – la tournée
570. manager – le gestionnaire
571. band – la bande
572. birth – la naissance
573. host – l'hôte
574. loan – le prêt
575. allegation – l'allégation
576. winner – le gagnant
577. religion – la religion
578. article – l'article
579. session – la session
580. being – l'être
581. extent – la mesure
582. contract – le contrat
583. sentence – la phrase
584. measure – la mesure
585. deputy – le vice-
586. confidence – la confiance
587. hell – l'enfer
588. relief – le relief
589. perspective – la perspective
590. advantage – l'avantage
591. scandal – le scandale
592. leg – la jambe
593. restaurant – le restaurant
594. dinner – dîner
595. client – le client
596. failure – l'échec
597. quarter – le trimestre
598. element – l'élément
599. claim – la demande
600. property – la propriété
601. version – la version
602. attempt – la tentative
603. bus – le bus
604. customer – le client
605. appeal – l'appel
606. pound – la livre
607. protection – la protection
608. gene – le gène
609. stone – la pierre
610. opposition – l'opposition
611. apartment – l'appartement
612. front – l'avant
613. female – la femelle
614. prisoner – le prisonnier
615. black – noir
616. gang – le gang
617. principle – le principe
618. ally – l'allié
619. adviser – le conseiller
620. visit – la visite
621. bird – l'oiseau
622. stand – le support
623. communication – la communication
624. boat – le bateau
625. connection – la connexion
626. key – la clé
627. strike – la grève
628. penalty – la peine
629. warning – l'avertissement
630. luck – La chance
631. dna – l'ADN
632. spirit – l'esprit
633. turn – le tour
634. facility – l'installation
635. teenager – l'adolescent
636. commitment – l'engagement
637. item – l'article
638. procedure – la procédure
639. half – la moitié
640. tank – le réservoir
641. telephone – le téléphone
642. supply – l'offre
643. attitude – l'attitude
644. block – le bloc
645. bond – le lien
646. style – le style
647. football – le foot
648. fuel – le carburant
649. data – les données
650. glass – le verre
651. suit – le costume
652. strength – la force
653. criticism – la critique
654. ice – la glace
655. equipment – l'équipement
656. promise – la promesse
657. return – le retour
658. album – l'album
659. production – la production
660. corner – le coin
661. consequence – la conséquence
662. living – les vivants
663. injury – la blessure
664. cover – le couvercle
665. spot – place
666. breast – la poitrine
667. spring – printemps
668. controversy – la controverse
669. destruction – la destruction
670. aspect – l'aspect
671. club – le club
672. aircraft – l'avion
673. firm – l'entreprise
674. regime – le régime
675. competition – la compétition
676. profit – le bénéfice
677. knowledge – la connaissance
678. spokesman – le porte-parole
679. review – l'examen
680. understanding – la compréhension
681. recession – la récession
682. singer – le chanteur
683. village – le village
684. arrest – l'arrestation
685. snow – la neige
686. joke – la blague
687. gold – l'or
688. contact – le contact
689. demand – la demande
690. task – la tâche
691. hole – le trou
692. general – le grand
693. skin – la peau
694. count – le décompte
695. opponent – l'adversaire
696. conclusion – la conclusion
697. priority – la priorité
698. rape – viol
699. refugee – le réfugié
700. mountain – la montagne
701. summit – le sommet
702. bottom – le fond
703. management – la gestion
704. commission – la commission
705. range – la gamme
706. code – le code
707. cash – l'argent
708. mouth – la bouche
709. presence – la présence
710. share – la part
711. fashion – la mode
712. shape – la forme
713. chair – Le président
714. finger – le doigt
715. fish – le poisson
716. edition – l'édition
717. edge – le bord
718. limit – la limite
719. train – le train
720. belief – la croyance
721. balance – l'équilibre
722. exchange – l'échange
723. farm – la ferme
724. zone – la zone
725. passenger – le passager
726. lie – le mensonge
727. duty – le devoir
728. traffic – le trafic
729. horse – le cheval
730. tradition – la tradition
731. recovery – la récupération
732. inspector – l'inspecteur
733. difficulty – la difficulté
734. file – le fichier
735. birthday – l'anniversaire
736. finance – de la finance
737. crash – le crash
738. influence – l'influence
739. regulation – la réglementation
740. analysis – l'analyse
741. struggle – la lutte
742. heat – la chaleur
743. dress – la robe
744. release – la libération
745. winter – l'hiver
746. virus – le virus
747. theme – le thème
748. notion – la notion
749. device – le dispositif
750. anger – la colère
751. english – les Anglais
752. flag – le drapeau
753. context – le contexte
754. wing – l'aile
755. fighting – les combats
756. pattern – le motif
757. entertainment – l'animation
758. appearance – l'apparence
759. saving – l'économie
760. investor – l'investisseur
761. bridge – le pont
762. settlement – le règlement
763. rain – la pluie
764. wood – le bois
765. mail – l'e-mail
766. farmer – l'agriculteur
767. mystery – le mystère
768. prayer – la prière
769. vision – la vision
770. depression – la dépression
771. explosion – l'explosion
772. defendant – le défendeur
773. structure – la structure
774. amendment – l'amendement
775. assault – l'assaut
776. thinking – la réflexion
777. therapy – la thérapie
778. nurse – l'infirmière
779. path – le trajet
780. funding – le financement
781. tool – l'outil
782. title – le titre
783. housing – le boîtier
784. shop – la boutique
785. complaint – la plainte
786. wave – la vague
787. cat – le chat
788. map – la carte
789. employer – l'employeur
790. proof – la preuve
791. emotion – l'émotion
792. skill – la compétence
793. trust – la confiance
794. topic – le sujet
795. personality – la personnalité
796. hall – la salle
797. cabinet – l'armoire
798. bone – l'os
799. soul – l'âme
800. chicken – le poulet
801. location – l'emplacement
802. indication – l'indication
803. speaker – le haut-parleur
804. wage – le salaire
805. era – l'ère
806. request – la demande
807. boss – le patron
808. coach – l'entraîneur
809. estate – la succession
810. sector – le secteur
811. egg – l'œuf
812. stake – l'enjeu
813. stop – la butée
814. ring – l'anneau
815. shock – le choc
816. contribution – la contribution
817. announcement – l'annonce
818. cigarette – la cigarette
819. kitchen – la cuisine
820. territory – le territoire
821. command – la commande
822. island – l'île
823. protest – la protestation
824. impression – l'impression
825. fault – la faute
826. coast – la côte
827. reading – de la lecture
828. variety – la variété
829. revenue – les recettes
830. bell – la cloche
831. coffee – le café
832. alcohol – l'alcool
833. lunch – déjeuner
834. expectation – l'attente
835. grade – la note
836. diet – l'alimentation
837. section – la section
838. ear – l'oreille
839. sky – le ciel
840. assistance – l'aide
841. signal – le signal
842. stress – la contrainte
843. alternative – Subsidiairement
844. researcher – le chercheur
845. cable – le câble
846. opening – l'ouverture
847. beach – la plage
848. volunteer – le volontaire
849. burden – la charge
850. detective – le détective
851. toy – jouet
852. gain – le gain
853. asset – l'actif
854. pool – la piscine
855. trend – la tendance
856. survey – l'enquête
857. planet – la planète
858. river – la rivière
859. identity – l'identité
860. ocean – l'océan
861. joy – la joie
862. delay – le retard
863. clinic – la clinique
864. yard – la cour
865. tip – la pointe
866. divorce – le divorce
867. sun – le soleil
868. row – la ligne
869. phrase – la phrase
870. worth – la valeur
871. collection – la collection
872. occasion – l'occasion
873. surface – la surface
874. tie – la cravate
875. musician – le musicien
876. concept – le concept
877. tension – la tension
878. outcome – le résultat
879. approval – l'approbation
880. fellow – le boursier
881. beauty – la beauté
882. casualty – la victime
883. copy – la copie
884. mine – la mine
885. watch – la montre
886. sleep – sommeil
887. average – la moyenne
888. travel – le Voyage
889. fraud – la fraude
890. category – la catégorie
891. exercise – l'exercice
892. conviction – la conviction
893. initiative – l'initiative
894. technique – la technique
895. recording – l'enregistrement
896. sight – la vue
897. reduction – la réduction
898. whole – l'ensemble
899. corporation – la société
900. passion – la passion
901. funeral – les funérailles
902. youth – les jeunes
903. instrument – l'instrument
904. distance – la distance
905. desert – le désert
906. anniversary – l'anniversaire
907. writing – l'écriture
908. invasion – l'invasion
909. compromise – le compromis
910. illness – la maladie
911. tear – la déchirure
912. gate – la porte
913. forest – la forêt
914. experiment – l'expérience
915. golf – le parcours
916. talent – le talent
917. post – le poste
918. gap – l'écart
919. priest – le prêtre
920. novel – le roman
921. division – la division
922. desire – le désir
923. hat – le chapeau
924. mortgage – l'hypothèque
925. reputation – la réputation
926. score – le score
927. shoulder – l'épaule
928. relative – le parent
929. column – la colonne
930. payment – le paiement
931. transition – la transition
932. award – le prix
933. capability – la capacité
934. definition – la définition
935. pocket – la poche
936. speed – la vitesse
937. concert – le concert
938. climate – le climat
939. clue – l'indice
940. beer – la bière
941. nose – le nez
942. green – le vert
943. garden – le jardin
944. satellite – le satellite
945. ceremony – la cérémonie
946. human – l'humain
947. discovery – la découverte
948. ride – le trajet
949. root – la racine
950. tea – le thé
951. motion – le mouvement
952. percentage – le pourcentage
953. combination – la combinaison
954. explanation – l'explication
955. scale – l'échelle
956. chain – la chaîne
957. twin – le jumeau
958. capacity – la capacité
959. dealer – le concessionnaire
960. touch – toucher
961. journey – le voyage
962. delegate – le délégué
963. link – le lien
964. plastic – la matière plastique
965. stimulus – le stimulus
966. cap – le bouchon
967. roll – le rouleau
968. construction – la construction
969. intention – l'intention
970. dispute – le différend
971. mood – l'humeur
972. design – la conception
973. childhood – l'enfance
974. engine – le moteur
975. lifetime – la durée de vie
976. nightmare – le cauchemar
977. dance – la danse
978. meal – le repas
979. offer – l'offre
980. obligation – l'obligation
981. advance – l'avance
982. charity – l'organisme de bienfaisance
983. tourist – le touriste
984. factory – l'usine
985. fat – la graisse
986. salt – le sel
987. neck – le cou
988. bedroom – la chambre à coucher
989. episode – l'épisode
990. engineer – l'ingénieur
991. punishment – la punition
992. testing – les tests
993. instance – l'instance
994. prospect – la perspective
995. shopping – les courses
996. smoke – la fumée
997. meat – la viande
998. hold – la cale
999. retirement – départ à la retraite
1000. inflation – l'inflation
1001. drama – le drame
1002. desk – le bureau
1003. salary – le salaire
1004. bible – la bible
1005. grant – la subvention
1006. demonstration – la démonstration
1007. dialogue – le dialogue
1008. substance – la substance
1009. core – le noyau
1010. treaty – le traité
1011. personnel – le personnel
1012. sample – l'échantillon
1013. tactic – la tactique
1014. method – le procédé
1015. noise – le bruit
1016. objective – l'objectif
1017. flower – la fleur
1018. cup – la tasse
1019. temperature – la température
1020. symbol – le symbole
1021. revolution – la révolution
1022. taste – le goût
1023. museum – le musée
1024. profile – le profil
1025. suggestion – la suggestion
1026. route – l'itinéraire
1027. tooth – la dent
1028. consultant – le consultant
1029. drive – le lecteur
1030. disorder – le trouble
1031. sugar – le sucre
1032. rise – la hausse
1033. chip – la puce
1034. motive – le motif
1035. shirt – la chemise
1036. port – le port
1037. potential – le potentiel
1038. schedule – le calendrier
1039. parliament – le parlement
1040. contest – le concours
1041. atmosphere – l'atmosphère
1042. branch – la branche
1043. estimate – l'estimation
1044. symptom – le symptôme
1045. involvement – la participation
1046. discrimination – la discrimination
1047. heaven – ciel
1048. walk – la promenade
1049. operator – l'opérateur
1050. recommendation – la recommandation
1051. rebel – le rebelle
1052. round – la ronde
1053. maker – le fabricant
1054. wine – le vin
1055. remark – la remarque
1056. mess – le désordre
1057. tone – le ton
1058. resistance – la résistance
1059. importance – l'importance
1060. exception – l'exception
1061. platform – la plate-forme
1062. knife – le couteau
1063. perception – la perception
1064. fee – la taxe
1065. master – le maître
1066. circle – le cercle
1067. manner – la manière
1068. jet – le jet
1069. meaning – la signification
1070. assessment – l'évaluation
1071. plate – la plaque
1072. expense – dépens
1073. plot – l'intrigue
1074. classroom – la salle de classe
1075. brand – la marque
1076. painting – la peinture
1077. roof – le toit
1078. privilege – le privilège
1079. drink – la boisson
1080. ban – l'interdiction
1081. content – le contenu
1082. chemical – le produit chimique
1083. french – le français
1084. inspection – l'inspection
1085. incentive – l'incitation
1086. piano – piano
1087. bottle – la bouteille
1088. waste – les déchets
1089. error – l'erreur
1090. label – l'étiquette
1091. clock – l'horloge
1092. cream – la crème
1093. good – les bons
1094. phase – la phase
1095. philosophy – la philosophie
1096. conduct – la conduite
1097. cycle – le cycle
1098. electricity – l'électricité
1099. bishop – l'évêque
1100. reader – le lecteur
1101. pregnancy – la grossesse
1102. league – la ligue
1103. pet – l'animal
1104. foundation – la fondation
1105. boom – le boom
1106. tower – la tour
1107. feature – la fonction
1108. withdrawal – le retrait
1109. breath – le souffle
1110. crack – la fissure
1111. manufacturer – le fabricant
1112. specialist – le spécialiste
1113. reference – la référence
1114. tale – l'histoire
1115. provision – la fourniture
1116. historian – l'historien
1117. wire – le fil
1118. speculation – la spéculation
1119. pair – la paire
1120. excuse – l'excuse
1121. chocolate – le chocolat
1122. celebration – la célébration
1123. cheese – le fromage
1124. fortune – la fortune
1125. bathroom – la salle de bain
1126. function – la fonction
1127. universe – l'univers
1128. channel – le canal
1129. smile – le sourire
1130. milk – le lait
1131. requirement – l'exigence
1132. suspicion – le soupçon
1133. household – le ménage
1134. finding – la constatation
1135. chest – la poitrine
1136. routine – la routine
1137. consideration – l'examen
1138. library – la bibliothèque
1139. harm – le préjudice
1140. margin – la marge
1141. object – l'objet
1142. guitar – la guitare
1143. button – le bouton
1144. silence – le silence
1145. improvement – l'amélioration
1146. drop – la baisse
1147. appointment – la nomination
1148. businessman – l'homme d'affaires
1149. flow – le flux
1150. metal – le métal
1151. mirror – le miroir
1152. present – le présent
1153. carrier – le support
1154. expression – l'expression
1155. fate – le sort
1156. cloud – le nuage
1157. muscle – le muscle
1158. belt – la bande
1159. chapter – le chapitre
1160. string – la chaîne
1161. trading – la négociation
1162. trick – l'astuce
1163. guide – le guide
1164. volume – le volume
1165. match – le match
1166. fantasy – le fantasme
1167. knee – le genou
1168. compound – le composé
1169. stomach – l'estomac
1170. height – la hauteur
1171. draft – le projet
1172. stranger – l'étranger
1173. infection – l'infection
1174. mass – la masse
1175. discipline – la discipline
1176. fruit – le fruit
1177. visitor – le visiteur
1178. poem – le poème
1179. phenomenon – le phénomène
1180. fence – la clôture
1181. application – l'application
1182. recipe – la recette
1183. clothing – les vêtements
1184. guilt – la culpabilité
1185. survival – la survie
1186. champion – le champion
1187. uniform – l'uniforme
1188. print – l'impression
1189. potato – la pomme de terre
1190. arrangement – l'arrangement
1191. moon – la lune
1192. bear – l'ours
1193. wound – la plaie
1194. stability – la stabilité
1195. pride – la fierté
1196. restriction – la restriction
1197. total – le total
1198. barrier – la barrière
1199. cousin – le cousin
1200. occupation – l'occupation
1201. silver – l'argent
1202. cake – le gâteau
1203. lung – poumon
1204. wheel – la roue
1205. observer – l'observateur
1206. tune – l'air
1207. description – la description
1208. establishment – la mise en place
1209. chamber – la chambre
1210. horror – l'horreur
1211. banking – le secteur bancaire
1212. apple – la pomme
1213. implication – l'implication
1214. steel – l'acier
1215. throat – la gorge
1216. essence – l'essence
1217. raid – le raid
1218. distinction – la distinction
1219. german – l'allemand
1220. lip – la lèvre
1221. timing – le calendrier
1222. insight – la perspicacité
1223. coup – le coup d'Etat
1224. shift – le passage
1225. policeman – le policier
1226. habit – l'habitude
1227. sheet – la feuille
1228. offender – le délinquant
1229. midnight – minuit
1230. execution – l'exécution
1231. anxiety – l'angoisse
1232. enterprise – l'entreprise
1233. strip – la bande
1234. pop – la pop
1235. wonder – l'émerveillement
1236. shadow – l'ombre
1237. liberty – la liberté
1238. fiction – la fiction
1239. intervention – l'intervention
1240. creation – la création
1241. marketing – la commercialisation
1242. christian – le chrétien
1243. pot – le pot
1244. fishing – la pêche
1245. breakfast – le petit déjeuner
1246. tube – le tube
1247. determination – la détermination
1248. sand – le sable
1249. permission – l'autorisation
1250. guideline – la ligne directrice
1251. shame – la honte
1252. riot – l'émeute
1253. user – l'utilisateur
1254. organ – l'organe
1255. resort – la station
1256. designer – le concepteur
1257. comparison – la comparaison
1258. employment – l'emploi
1259. bread – le pain
1260. wish – le souhait
1261. lover – l'amant
1262. jacket – la veste
1263. pass – la passe
1264. statute – la loi
1265. pace – le rythme
1266. frame – le cadre
1267. confusion – la confusion
1268. guarantee – la garantie
1269. commissioner – le commissaire
1270. flame – la flamme
1271. assumption – l'hypothèse
1272. graduate – le diplômé
1273. entry – l'entrée
1274. ward – la salle
1275. win – la victoire
1276. opera – l'opéra
1277. friendship – l'amitié
1278. exposure – l'exposition
1279. pig – le cochon
1280. mate – le second
1281. nerve – le nerf
1282. length – la longueur
1283. cow – la vache
1284. pack – le pack
1285. instruction – l'instruction
1286. collapse – l'effondrement
1287. assistant – l'assistant
1288. objection – l'objection
1289. diary – l'agenda
1290. scholar – le savant
1291. comfort – le confort
1292. preparation – la préparation
1293. province – la province
1294. passage – le passage
1295. crystal – le cristal
1296. gear – l'engrenage
1297. stroke – la course
1298. decline – la baisse
1299. achievement – la réalisation
1300. existence – l'existence
1301. alliance – l'alliance
1302. profession – la profession
1303. delivery – la fourniture
1304. publisher – l'éditeur
1305. sympathy – la sympathie
1306. dish – le plat
1307. worry – l'inquiétude
1308. component – le composant
1309. adventure – l'aventure
1310. crop – la culture
1311. blow – le coup
1312. sake – l'amour
1313. sin – le péché
1314. pension – la pension
1315. garage – le garage
1316. radiation – le rayonnement
1317. juice – le jus
1318. setting – le réglage
1319. index – l'indice
1320. vegetable – le légume
1321. partnership – le partenariat
1322. poetry – la poésie
1323. recognition – la reconnaissance
1324. self – le moi
1325. standing – le statut
1326. tissue – le tissu
1327. shell – la coquille
1328. captain – le capitaine
1329. grave – la tombe
1330. rank – le rang
1331. gender – sexe
1332. shortage – la pénurie
1333. prize – le prix
1334. coat – le manteau
1335. seed – la graine
1336. rat – le rat
1337. soil – le sol
1338. shore – la rive
1339. defeat – la défaite
1340. notice – l'avis
1341. boot – la chaussure
1342. chart – le tableau
1343. ministry – le ministère
1344. diamond – le diamant
1345. finish – la finition
1346. admission – l'admission
1347. dark – l'obscurité
1348. laboratory – le laboratoire
1349. professional – le professionnel
1350. reward – la récompense
1351. infant – le nourrisson
1352. text – le texte
1353. shower – la douche
1354. dose – la dose
1355. panic – la panique
1356. net – le net
1357. clerk – le greffier
1358. miner – le mineur
